State, UserThread77462, User Thread State, 2534.328796, 2534.369867, 0.041071, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5679.409618, 5679.411099, 0.001481, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5679.413312, 5679.414931, 0.001619, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5679.972825, 5679.974588, 0.001763, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5679.976546, 5679.979169, 0.002623, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5680.531857, 5680.534367, 0.002510, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5680.536149, 5680.539705, 0.003556, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5681.083145, 5681.086468, 0.003323, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5681.088311, 5681.091751, 0.003440, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5697.372881, 5697.374994, 0.002113, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5697.377792, 5697.379581, 0.001789, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5697.921400, 5697.923317, 0.001917, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5697.926023, 5697.927859, 0.001836, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5698.473551, 5698.475537, 0.001986, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5698.477818, 5698.479803, 0.001985, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5699.003133, 5699.005555, 0.002422, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5699.007537, 5699.009563, 0.002026, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5699.538945, 5699.540872, 0.001927, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5699.543032, 5699.544847, 0.001815, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5700.087809, 5700.089657, 0.001848, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5700.091648, 5700.093503, 0.001855, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5700.633717, 5700.635469, 0.001752, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5700.637300, 5700.639160, 0.001860, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5701.173972, 5701.175929, 0.001957, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5701.178037, 5701.179930, 0.001893, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5701.709879, 5701.712225, 0.002346, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5701.714333, 5701.716649, 0.002316, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5702.252211, 5702.254091, 0.001880, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5702.256540, 5702.258601, 0.002061, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5702.796081, 5702.797894, 0.001813, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5702.799784, 5702.801872, 0.002088, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5703.345059, 5703.347242, 0.002183, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5703.349393, 5703.351592, 0.002199, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5703.887650, 5703.889438, 0.001788, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5703.913800, 5703.916139, 0.002339, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5703.917371, 5703.919205, 0.001834, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5703.921321, 5703.923104, 0.001783, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5704.461712, 5704.463254, 0.001542, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5704.465221, 5704.467177, 0.001956, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5705.004029, 5705.006139, 0.002110, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5705.008123, 5705.009952, 0.001829, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5705.550985, 5705.552910, 0.001925, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5705.555021, 5705.556857, 0.001836, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5706.094792, 5706.096539, 0.001747, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5706.098538, 5706.100667, 0.002129, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5706.634735, 5706.636441, 0.001706, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5706.638208, 5706.640002, 0.001794, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5707.171050, 5707.172805, 0.001755, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5707.174445, 5707.176456, 0.002011, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5707.709831, 5707.712670, 0.002839, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5707.714643, 5707.718376, 0.003733, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5708.249815, 5708.253051, 0.003236, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5708.254916, 5708.258747, 0.003831, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5708.794542, 5708.798060, 0.003518, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5708.799708, 5708.803684, 0.003976, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5709.335232, 5709.338269, 0.003037, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5709.339960, 5709.344460, 0.004500, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5709.872509, 5709.876423, 0.003914, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5709.878692, 5709.882589, 0.003897, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5710.412114, 5710.415692, 0.003578, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5710.417499, 5710.421209, 0.003710, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5710.960412, 5710.962557, 0.002145, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5710.964493, 5710.966407, 0.001914, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5711.506814, 5711.508679, 0.001865, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5711.510426, 5711.512249, 0.001823, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5711.513430, 5711.515081, 0.001651, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5711.516526, 5711.518404, 0.001878, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5711.519327, 5711.520962, 0.001635, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5711.544375, 5711.546126, 0.001751, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5711.547145, 5711.548806, 0.001661, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5711.550882, 5711.552967, 0.002085, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5711.554538, 5711.556338, 0.001800, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5711.558056, 5711.559806, 0.001750, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5712.109543, 5712.111563, 0.002020, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5712.113543, 5712.115590, 0.002047, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5712.663833, 5712.665782, 0.001949, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5712.667706, 5712.669436, 0.001730, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5713.213326, 5713.216200, 0.002874, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5713.217991, 5713.222180, 0.004189, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5729.375817, 5729.377878, 0.002061, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5729.379926, 5729.381887, 0.001961, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5729.918614, 5729.920457, 0.001843, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5729.922532, 5729.924674, 0.002142, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5730.449815, 5730.452496, 0.002681, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5730.454363, 5730.456249, 0.001886, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5730.993342, 5730.995503, 0.002161, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5730.997367, 5730.999319, 0.001952, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5731.532672, 5731.534559, 0.001887, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5731.536343, 5731.538238, 0.001895, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5732.080362, 5732.083196, 0.002834, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5732.084795, 5732.088852, 0.004057, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5732.619476, 5732.622839, 0.003363, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5732.624513, 5732.628238, 0.003725, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5733.163749, 5733.167719, 0.003970, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5733.169611, 5733.172729, 0.003118, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5733.710524, 5733.714655, 0.004131, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5733.716488, 5733.719983, 0.003495, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5734.257125, 5734.260375, 0.003250, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5734.262137, 5734.265720, 0.003583, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5734.806303, 5734.809427, 0.003124, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5734.811142, 5734.815128, 0.003986, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5735.349217, 5735.351327, 0.002110, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5735.372574, 5735.374538, 0.001964, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5735.375619, 5735.377303, 0.001684, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5735.379562, 5735.381379, 0.001817, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5735.927676, 5735.929449, 0.001773, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5735.931138, 5735.933020, 0.001882, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5736.475778, 5736.479281, 0.003503, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5736.481128, 5736.484628, 0.003500, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5737.011992, 5737.015515, 0.003523, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5737.017166, 5737.021088, 0.003922, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5737.562575, 5737.564549, 0.001974, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5737.566682, 5737.568596, 0.001914, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5738.094917, 5738.096750, 0.001833, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5738.098625, 5738.100661, 0.002036, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5738.636592, 5738.638253, 0.001661, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5738.640404, 5738.642159, 0.001755, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5739.153970, 5739.155779, 0.001809, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5739.157580, 5739.159397, 0.001817, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5739.697009, 5739.699368, 0.002359, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5739.701373, 5739.703375, 0.002002, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5740.238061, 5740.241287, 0.003226, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5740.242876, 5740.246167, 0.003291, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5740.788840, 5740.792667, 0.003827, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5740.794440, 5740.798270, 0.003830, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5741.326667, 5741.330587, 0.003920, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5741.332441, 5741.336295, 0.003854, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5741.875580, 5741.879010, 0.003430, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5741.880995, 5741.884853, 0.003858, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5742.424703, 5742.428520, 0.003817, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5742.430278, 5742.434603, 0.004325, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5742.966063, 5742.969771, 0.003708, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5742.971441, 5742.975931, 0.004490, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5743.514749, 5743.518300, 0.003551, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5743.520161, 5743.524159, 0.003998, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5743.525090, 5743.528846, 0.003756, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5743.551818, 5743.553780, 0.001962, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5743.554764, 5743.556242, 0.001478, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5743.558466, 5743.560549, 0.002083, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5744.104977, 5744.107026, 0.002049, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5744.109208, 5744.111058, 0.001850, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5744.651903, 5744.653684, 0.001781, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5744.655712, 5744.657550, 0.001838, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5745.188793, 5745.192208, 0.003415, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5745.194010, 5745.197585, 0.003575, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5749.379376, 5749.382164, 0.002788, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5749.384671, 5749.386637, 0.001966, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5749.913037, 5749.914760, 0.001723, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5749.916753, 5749.918589, 0.001836, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5750.462045, 5750.463999, 0.001954, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5750.465914, 5750.467828, 0.001914, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5751.002440, 5751.003967, 0.001527, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5751.005697, 5751.007494, 0.001797, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5751.535860, 5751.537436, 0.001576, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5751.539035, 5751.541121, 0.002086, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5752.074748, 5752.076663, 0.001915, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5752.078609, 5752.080504, 0.001895, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5765.373411, 5765.375934, 0.002523, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5765.378191, 5765.379991, 0.001800, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5765.922471, 5765.924461, 0.001990, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5765.926110, 5765.927855, 0.001745, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5766.458128, 5766.460069, 0.001941, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5766.461739, 5766.463642, 0.001903, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5766.993332, 5766.995334, 0.002002, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5766.997076, 5766.999006, 0.001930, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5767.532342, 5767.534065, 0.001723, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5767.535565, 5767.537311, 0.001746, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5768.069462, 5768.071213, 0.001751, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5768.072971, 5768.074946, 0.001975, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5768.614129, 5768.616008, 0.001879, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5768.636747, 5768.638776, 0.002029, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5768.639851, 5768.641673, 0.001822, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5768.643968, 5768.645803, 0.001835, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5769.180348, 5769.181958, 0.001610, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5769.184175, 5769.186117, 0.001942, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5769.731464, 5769.733342, 0.001878, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5769.735350, 5769.737363, 0.002013, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5770.266077, 5770.267991, 0.001914, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5770.269821, 5770.271653, 0.001832, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5770.807911, 5770.809698, 0.001787, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5770.811701, 5770.813918, 0.002217, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5771.340265, 5771.342171, 0.001906, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5771.343799, 5771.345570, 0.001771, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5771.880496, 5771.882766, 0.002270, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5771.884469, 5771.886177, 0.001708, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5772.408696, 5772.410445, 0.001749, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5772.412224, 5772.414024, 0.001800, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5772.943005, 5772.944744, 0.001739, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5772.946459, 5772.948267, 0.001808, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5773.485159, 5773.488678, 0.003519, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5773.490576, 5773.494249, 0.003673, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5774.033743, 5774.037200, 0.003457, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5774.038974, 5774.042413, 0.003439, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5774.578072, 5774.581249, 0.003177, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5774.583174, 5774.587300, 0.004126, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5775.121716, 5775.125216, 0.003500, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5775.126833, 5775.130586, 0.003753, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.373840, 5789.376043, 0.002203, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.377869, 5789.379992, 0.002123, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.915941, 5789.918070, 0.002129, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.920003, 5789.921881, 0.001878, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.922928, 5789.924570, 0.001642, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.926292, 5789.928113, 0.001821, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.929301, 5789.931116, 0.001815, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.949825, 5789.951679, 0.001854, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.952589, 5789.954440, 0.001851, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.956427, 5789.958419, 0.001992, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.959308, 5789.960927, 0.001619, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.962963, 5789.964708, 0.001745, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.965980, 5789.967591, 0.001611, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.969264, 5789.970997, 0.001733, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.972019, 5789.973662, 0.001643, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.975196, 5789.977321, 0.002125, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.978201, 5789.979921, 0.001720, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.981495, 5789.983321, 0.001826, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.984359, 5789.986040, 0.001681, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.987598, 5789.989364, 0.001766, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.990351, 5789.991986, 0.001635, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.993470, 5789.995384, 0.001914, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5789.996600, 5789.998180, 0.001580, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.000058, 5790.001820, 0.001762, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.003006, 5790.004643, 0.001637, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.006614, 5790.008562, 0.001948, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.009575, 5790.011276, 0.001701, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.013128, 5790.014919, 0.001791, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.015889, 5790.017580, 0.001691, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.019290, 5790.021092, 0.001802, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.022056, 5790.023746, 0.001690, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.025293, 5790.027086, 0.001793, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.027969, 5790.029839, 0.001870, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.031398, 5790.033233, 0.001835, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.034116, 5790.035698, 0.001582, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.037528, 5790.039327, 0.001799, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.040290, 5790.041726, 0.001436, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.043361, 5790.045157, 0.001796, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.046370, 5790.048036, 0.001666, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.049732, 5790.051900, 0.002168, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.052807, 5790.054477, 0.001670, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.064495, 5790.066591, 0.002096, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.067660, 5790.069320, 0.001660, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.071826, 5790.073740, 0.001914, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.074784, 5790.076407, 0.001623, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.078105, 5790.079930, 0.001825, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.081131, 5790.082759, 0.001628, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.084431, 5790.086151, 0.001720, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.087037, 5790.088476, 0.001439, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.090068, 5790.091789, 0.001721, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.632923, 5790.634670, 0.001747, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5790.636556, 5790.638381, 0.001825, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5791.179539, 5791.181353, 0.001814, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5791.183105, 5791.185034, 0.001929, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5791.721304, 5791.722812, 0.001508, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5791.724554, 5791.726667, 0.002113, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5792.258752, 5792.260471, 0.001719, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5792.262599, 5792.264399, 0.001800, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5792.791848, 5792.794900, 0.003052, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5792.796668, 5792.799763, 0.003095, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5793.340651, 5793.344386, 0.003735, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5793.346051, 5793.349850, 0.003799, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5793.893813, 5793.895922, 0.002109, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5793.897943, 5793.899809, 0.001866, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5794.454013, 5794.456192, 0.002179, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5794.458187, 5794.460017, 0.001830, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5794.995868, 5794.997463, 0.001595, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5794.999188, 5795.001014, 0.001826, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5795.540116, 5795.541908, 0.001792, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5795.544062, 5795.546039, 0.001977, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5796.070599, 5796.072285, 0.001686, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5796.074417, 5796.076296, 0.001879, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5796.609728, 5796.611611, 0.001883, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5796.613726, 5796.615943, 0.002217, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.155116, 5797.156943, 0.001827, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.177720, 5797.179720, 0.002000, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.181088, 5797.182859, 0.001771, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.193137, 5797.195205, 0.002068, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.195607, 5797.195987, 0.000380, 0.000000, Waiting task
State, UserThread77462, User Thread State, 5797.247031, 5797.249849, 0.002818, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.250031, 5797.251897, 0.001866, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.253663, 5797.255363, 0.001700, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.260547, 5797.262501, 0.001954, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.263609, 5797.265365, 0.001756, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.267668, 5797.269431, 0.001763, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.269640, 5797.270073, 0.000433, 0.000000, Waiting task
State, UserThread77462, User Thread State, 5797.273209, 5797.275324, 0.002115, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.276581, 5797.278602, 0.002021, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.280677, 5797.282528, 0.001851, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.283429, 5797.285037, 0.001608, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.286865, 5797.288674, 0.001809, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.289619, 5797.291220, 0.001601, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.293191, 5797.294968, 0.001777, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.295925, 5797.297648, 0.001723, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.299720, 5797.301508, 0.001788, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.302402, 5797.304627, 0.002225, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.306281, 5797.308134, 0.001853, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.309079, 5797.310740, 0.001661, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.312368, 5797.314480, 0.002112, 0.000000, Submitting task
State, UserThread77462, User Thread State, 5797.315501, 5797.317136, 0.001635, 0.000000, Submitting task
