BENCH;backend;size;block_size;iterations;thread;gpus;time
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;23;2;6.40497303
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;2;5.00356722
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;4;5.26106405
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;2;31.31532400
nbody;PARALLEL_BACK_STARPU;98304;2048;5;25;1;23.11210400
nbody;PARALLEL_BACK_STARPU;114688;2048;5;25;3;15.91655300
nbody;PARALLEL_BACK_STARPU;65536;2048;5;24;2;7.32002700
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;27;1;16.23644066
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;1;19.24341500
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;26;1;10.49636459
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;1;6.09258080
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;1;5.86001492
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;1;8.55322000
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;3;8.48398781
nbody;PARALLEL_BACK_STARPU;131072;2048;5;26;1;30.14337500
nbody;PARALLEL_BACK_STARPU;114688;2048;5;27;1;26.60425500
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;2;6.17748690
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;1;13.50158978
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;2;4.65247583
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;4;11.30336700
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;3;10.37584209
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;25;3;10.32355118
nbody;PARALLEL_BACK_STARPU;114688;2048;5;25;3;16.03193600
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;1;16.41840935
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;2;9.78768100
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;3;25.38229200
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;2;7.97895908
nbody;PARALLEL_BACK_STARPU;65536;2048;5;24;3;7.35921200
nbody;PARALLEL_BACK_STARPU;65536;2048;5;23;3;7.40008700
nbody;PARALLEL_BACK_STARPU;131072;2048;5;26;1;31.33554600
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;4;12.86021614
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;25;1;5.78133678
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;2;9.07463900
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;3;9.05736900
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;2;11.52269173
nbody;PARALLEL_BACK_STARPU;65536;2048;5;24;4;6.91320700
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;4;13.10734700
nbody;PARALLEL_BACK_STARPU;81920;2048;5;27;1;14.49218600
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;25;2;4.51603794
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;3;8.54930019
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;2;31.27512500
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;25;3;12.01084805
nbody;PARALLEL_BACK_STARPU;114688;2048;5;24;2;26.00937900
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;2;9.71214771
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;27;1;8.82534790
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;2;9.72901440
nbody;PARALLEL_BACK_STARPU;98304;2048;5;25;3;11.16234900
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;3;9.20216700
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;3;6.65480900
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;3;18.38176300
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;1;13.44381809
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;3;9.18923700
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;1;18.96419000
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;4;6.42002296
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;26;1;5.79099178
nbody;PARALLEL_BACK_STARPU;98304;2048;5;25;3;11.05850300
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;25;1;10.66152477
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;2;6.39226198
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;3;10.90775000
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;1;10.95563889
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;1;13.39309692
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;3;6.62185717
nbody;PARALLEL_BACK_STARPU;131072;2048;5;25;2;30.51700200
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;25;2;9.57186508
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;2;9.95531200
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;1;8.44518471
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;26;1;15.83032894
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;26;1;8.36224270
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;2;31.02680800
nbody;PARALLEL_BACK_STARPU;131072;2048;5;26;2;32.02754100
nbody;PARALLEL_BACK_STARPU;114688;2048;5;24;4;13.10944200
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;24;4;6.02033615
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;4;5.09527111
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;4;6.08595181
nbody;PARALLEL_BACK_STARPU;65536;2048;5;23;1;7.53463000
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;2;16.04500400
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;1;33.16437400
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;3;9.06292400
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;2;9.98522854
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;26;2;6.58072710
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;3;10.17970085
nbody;PARALLEL_BACK_STARPU;131072;2048;5;24;4;18.10514000
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;25;3;8.75353813
nbody;PARALLEL_BACK_STARPU;131072;2048;5;27;1;30.55714900
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;3;9.05049900
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;25;1;10.60716248
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;26;2;8.75183105
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;1;7.24932600
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;2;9.77179400
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;4;8.29575253
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;4;12.12394238
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;4;9.11891300
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;26;1;12.94427776
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;25;1;5.88777781
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;2;7.84885788
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;23;1;8.46760082
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;1;16.27956581
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;1;19.16196700
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;3;7.25463000
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;1;7.24008400
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;26;2;8.44160366
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;4;9.76044464
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;24;2;8.02067375
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;3;9.07229600
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;1;36.05151600
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;1;16.50490570
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;4;6.58317280
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;1;10.77412319
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;3;10.57194424
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;1;8.36905000
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;26;1;5.78351021
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;1;5.84710979
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;2;9.68525982
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;2;7.26896300
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;26;2;5.98095417
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;4;11.63646700
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;25;1;10.70718384
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;25;1;13.23229408
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;2;10.36085892
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;2;9.95147896
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;2;7.29892400
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;2;27.40319500
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;27;1;8.58722496
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;2;4.63368702
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;24;3;6.82058287
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;4;8.18640423
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;4;7.26023500
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;1;17.74520500
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;1;13.60087013
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;2;9.80578899
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;1;22.62147500
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;3;9.92121696
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;2;6.22581816
nbody;PARALLEL_BACK_STARPU;114688;2048;5;24;4;12.86178300
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;3;5.24675989
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;2;9.51154709
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;3;25.77046400
nbody;PARALLEL_BACK_STARPU;65536;2048;5;23;3;7.71430000
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;27;1;16.12963295
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;3;7.62266800
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;3;8.50061417
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;2;30.94441900
nbody;PARALLEL_BACK_STARPU;65536;2048;5;27;1;7.25247500
nbody;PARALLEL_BACK_STARPU;65536;2048;5;23;3;7.26879100
nbody;PARALLEL_BACK_STARPU;98304;2048;5;25;1;23.00703900
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;4;3.97129798
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;1;26.37633700
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;1;16.47683800
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;27;1;5.92978096
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;1;16.30628395
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;1;23.24678400
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;26;2;8.73969841
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;25;1;5.77390099
nbody;PARALLEL_BACK_STARPU;98304;2048;5;26;2;14.71778500
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;4;12.95802500
nbody;PARALLEL_BACK_STARPU;98304;2048;5;26;1;23.01662600
nbody;PARALLEL_BACK_STARPU;131072;2048;5;24;3;23.97152300
nbody;PARALLEL_BACK_STARPU;81920;2048;5;26;1;15.44683800
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;1;16.26040840
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;4;9.14276800
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;4;11.09508900
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;1;11.24436283
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;4;12.95617800
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;24;2;6.07740307
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;4;3.93330693
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;2;17.72305500
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;4;7.88564014
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;1;16.17348600
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;25;2;4.56268311
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;2;7.87803698
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;1;8.57683754
nbody;PARALLEL_BACK_STARPU;65536;2048;5;23;2;7.26673300
nbody;PARALLEL_BACK_STARPU;98304;2048;5;25;2;15.98079100
nbody;PARALLEL_BACK_STARPU;81920;2048;5;26;2;9.18059700
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;3;9.28030700
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;4;7.01778900
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;3;9.75644200
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;3;5.31522322
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;2;16.38353400
nbody;PARALLEL_BACK_STARPU;131072;2048;5;24;2;31.54368300
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;3;17.65942500
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;25;3;10.36740685
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;3;4.00164413
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;25;2;9.50280476
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;4;13.04294400
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;24;1;10.83631897
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;2;9.11593900
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;2;9.17973100
nbody;PARALLEL_BACK_STARPU;81920;2048;5;26;1;15.39954300
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;4;11.00180500
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;4;3.98448706
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;3;10.39103317
nbody;PARALLEL_BACK_STARPU;114688;2048;5;25;1;25.82367900
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;25;1;15.88897705
nbody;PARALLEL_BACK_STARPU;131072;2048;5;25;2;30.69578300
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;23;3;5.33704805
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;25;1;13.09684563
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;27;1;10.64607620
nbody;PARALLEL_BACK_STARPU;65536;2048;5;23;4;6.84067300
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;25;1;13.20934010
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;3;10.94663000
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;3;10.64739704
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;3;8.38009453
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;3;6.60894489
nbody;PARALLEL_BACK_STARPU;131072;2048;5;25;3;23.88569700
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;25;2;11.48617840
nbody;PARALLEL_BACK_STARPU;81920;2048;5;27;1;13.58229800
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;2;17.76683100
nbody;PARALLEL_BACK_STARPU;114688;2048;5;24;1;26.53526900
nbody;PARALLEL_BACK_STARPU;65536;2048;5;24;1;7.24200200
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;4;10.95041700
nbody;PARALLEL_BACK_STARPU;81920;2048;5;26;2;9.08008900
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;26;1;13.06386185
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;3;4.11795807
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;4;9.10926200
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;2;17.37370700
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;26;2;8.58654976
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;25;3;5.92410183
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;25;3;6.07343817
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;3;8.34003162
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;2;11.58001232
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;4;9.15052500
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;2;31.47254600
nbody;PARALLEL_BACK_STARPU;98304;2048;5;26;2;15.25414100
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;4;10.22751999
nbody;PARALLEL_BACK_STARPU;114688;2048;5;27;1;25.47586700
nbody;PARALLEL_BACK_STARPU;65536;2048;5;24;3;7.26926800
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;27;1;16.14631081
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;1;16.24099541
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;2;11.96311665
nbody;PARALLEL_BACK_STARPU;114688;2048;5;26;2;23.68419200
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;3;7.29727300
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;3;9.87785530
nbody;PARALLEL_BACK_STARPU;114688;2048;5;24;4;13.04857600
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;4;11.45233200
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;2;8.14207458
nbody;PARALLEL_BACK_STARPU;81920;2048;5;26;2;9.57954800
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;25;2;9.24615955
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;3;9.47550964
nbody;PARALLEL_BACK_STARPU;65536;2048;5;24;2;7.38221300
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;25;3;12.00633812
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;4;11.04458700
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;4;12.37187004
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;3;10.96703800
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;4;4.00597286
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;3;8.41208839
nbody;PARALLEL_BACK_STARPU;131072;2048;5;25;1;29.24839200
nbody;PARALLEL_BACK_STARPU;65536;2048;5;26;1;7.25146500
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;24;4;6.29784679
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;26;2;12.06910896
nbody;PARALLEL_BACK_STARPU;98304;2048;5;27;1;21.65014800
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;3;8.36999989
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;23;1;8.43485165
nbody;PARALLEL_BACK_STARPU;131072;2048;5;26;2;30.88458700
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;2;7.83260107
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;24;1;8.55026531
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;2;26.80929900
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;4;6.62027216
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;1;25.75711000
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;2;9.41644900
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;26;1;13.06142807
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;3;10.44765854
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;4;11.35255800
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;4;6.44277906
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;2;9.52184486
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;4;18.35565200
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;4;11.63139700
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;3;11.90059600
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;2;4.40626478
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;1;8.45735931
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;23;2;6.13901997
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;3;10.88475400
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;2;27.06036300
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;24;1;10.87991524
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;4;10.90133600
nbody;PARALLEL_BACK_STARPU;131072;2048;5;25;2;31.40871900
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;2;9.59689045
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;27;1;16.64126968
nbody;PARALLEL_BACK_STARPU;65536;2048;5;23;1;7.53779700
nbody;PARALLEL_BACK_STARPU;65536;2048;5;27;1;7.24161800
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;2;4.64757586
nbody;PARALLEL_BACK_STARPU;65536;2048;5;27;1;7.23931800
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;25;2;11.60298729
nbody;PARALLEL_BACK_STARPU;114688;2048;5;25;3;15.85752000
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;26;1;8.47082710
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;2;11.46587086
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;3;6.84261084
nbody;PARALLEL_BACK_STARPU;65536;2048;5;26;2;7.44452600
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;3;4.05553484
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;2;4.76713085
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;27;1;13.22246361
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;26;1;10.47707462
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;3;24.74517400
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;3;6.71892786
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;26;2;11.62778187
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;4;18.42294600
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;3;10.30942822
nbody;PARALLEL_BACK_STARPU;65536;2048;5;26;2;7.56362800
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;24;2;6.34871578
nbody;PARALLEL_BACK_STARPU;131072;2048;5;25;2;31.43274600
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;3;25.88988700
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;4;14.56145096
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;26;2;7.61171913
nbody;PARALLEL_BACK_STARPU;65536;2048;5;23;4;6.96861900
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;3;8.50951195
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;1;16.70574600
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;1;5.77277613
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;4;6.38606405
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;2;7.27551500
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;1;13.70737076
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;4;18.08095700
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;4;14.26975700
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;3;9.94422600
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;2;4.53869009
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;4;13.27918800
nbody;PARALLEL_BACK_STARPU;65536;2048;5;24;1;7.25464100
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;24;4;7.64027882
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;2;6.22857285
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;27;1;13.34863186
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;1;5.97489023
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;3;24.99177000
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;1;5.78707981
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;2;9.07267700
nbody;PARALLEL_BACK_STARPU;65536;2048;5;26;1;7.24425700
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;2;4.64654779
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;1;5.88390684
nbody;PARALLEL_BACK_STARPU;131072;2048;5;24;3;24.10832300
nbody;PARALLEL_BACK_STARPU;131072;2048;5;24;3;25.64559600
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;2;11.35962772
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;3;11.07584800
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;1;23.08953900
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;3;6.29929018
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;26;2;11.29751492
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;2;9.83999252
nbody;PARALLEL_BACK_STARPU;65536;2048;5;26;1;7.23907000
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;2;27.16262200
nbody;PARALLEL_BACK_STARPU;114688;2048;5;26;2;25.20541500
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;1;8.40322600
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;2;9.71894300
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;3;7.27277600
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;2;9.23994300
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;2;17.28938900
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;1;17.61849800
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;1;22.85956600
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;3;8.38650799
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;27;1;5.92249393
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;4;8.53002644
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;1;8.42399502
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;3;8.45879936
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;1;5.94472122
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;2;9.38454300
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;3;8.25010967
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;27;1;8.68600082
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;4;10.57180405
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;1;25.32670200
nbody;PARALLEL_BACK_STARPU;114688;2048;5;25;2;25.04171100
nbody;PARALLEL_BACK_STARPU;114688;2048;5;24;3;16.78929800
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;3;8.56466103
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;26;1;10.47679806
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;27;1;5.89953613
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;4;6.82327100
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;4;11.02981100
