nbody;PARALLEL_BACK_STARPU;98304;2048;5;20;2;22.73276500
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;2;22.70329800
nbody;PARALLEL_BACK_STARPU;98304;2048;5;12;3;33.71872200
nbody;PARALLEL_BACK_STARPU;98304;2048;5;20;3;17.72092600
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;3;17.15594500
nbody;PARALLEL_BACK_STARPU;98304;2048;5;12;4;19.70013600
nbody;PARALLEL_BACK_STARPU;98304;2048;5;14;4;18.15557200
nbody;PARALLEL_BACK_STARPU;98304;2048;5;16;4;16.63232400
nbody;PARALLEL_BACK_STARPU;98304;2048;5;18;4;15.83154800
nbody;PARALLEL_BACK_STARPU;98304;2048;5;20;4;14.80550400
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;4;15.62970200
nbody;PARALLEL_BACK_STARPU;98304;4096;5;14;2;20.14570200
nbody;PARALLEL_BACK_STARPU;98304;4096;5;16;2;18.63254400
nbody;PARALLEL_BACK_STARPU;98304;4096;5;18;2;15.41166300
nbody;PARALLEL_BACK_STARPU;98304;4096;5;20;2;16.42300000
nbody;PARALLEL_BACK_STARPU;98304;4096;5;22;2;15.25245900
nbody;PARALLEL_BACK_STARPU;98304;4096;5;12;3;26.45211400
nbody;PARALLEL_BACK_STARPU;98304;4096;5;14;3;14.25821900
nbody;PARALLEL_BACK_STARPU;98304;4096;5;16;3;14.13579800
nbody;PARALLEL_BACK_STARPU;98304;4096;5;18;3;11.25714700
nbody;PARALLEL_BACK_STARPU;98304;4096;5;20;3;11.89350900
nbody;PARALLEL_BACK_STARPU;98304;4096;5;22;3;10.47546600
nbody;PARALLEL_BACK_STARPU;98304;4096;5;24;3;12.02212200
nbody;PARALLEL_BACK_STARPU;98304;4096;5;12;4;17.22704600
nbody;PARALLEL_BACK_STARPU;98304;4096;5;14;4;10.78548900
nbody;PARALLEL_BACK_STARPU;98304;4096;5;16;4;10.04940100
nbody;PARALLEL_BACK_STARPU;98304;4096;5;18;4;10.71970700
nbody;PARALLEL_BACK_STARPU;98304;4096;5;20;4;8.80310700
nbody;PARALLEL_BACK_STARPU;98304;4096;5;22;4;9.50749000
nbody;PARALLEL_BACK_STARPU;98304;4096;5;24;4;8.78539100
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;14;3;8.78057289
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;26;2;12.14909744
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;25;3;10.68996334
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;4;12.40686607
hotspot;PARALLEL_BACK_STARPU;16384;2048;5;14;1;20.58942795
hotspot;PARALLEL_BACK_STARPU;16384;2048;5;16;1;14.01580715
hotspot;PARALLEL_BACK_STARPU;16384;2048;5;18;1;15.76342678
hotspot;PARALLEL_BACK_STARPU;16384;2048;5;20;1;15.48019886
hotspot;PARALLEL_BACK_STARPU;16384;2048;5;22;1;13.51119804
hotspot;PARALLEL_BACK_STARPU;16384;2048;5;24;1;13.98839378
hotspot;PARALLEL_BACK_STARPU;16384;2048;5;26;1;13.99679565
