BENCH;backend;size;block_size;iterations;thread;gpus;time
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;0;34.77856100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;1;16.76894700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;2;9.13798400
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;4;1;43.61355300
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;0;4;7.03367710
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;0;40.42661400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;0;1;18.59834200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;4;115.62122100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;3;7.42025100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;26;1;11.13333400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;1;12.61192100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;4;6.77276400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;4;6.32455000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;14;3;7.97735400
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;12;0;43.24553200
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;6;1;13.28822708
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;0;23.77501500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;2;9.98110600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;0;40.43568300
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;26;4;11.45413600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;3;7.39988800
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;18;0;32.44331800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;4;6.73723200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;3;7.87208800
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;8;0;80.92672729
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;4;1;15.12048800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;26;1;11.01617400
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;4;2;25.20201700
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;14;0;43.23236000
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;16;3;13.72044500
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;6;1;13.33511639
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;26;1;11.07857100
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;10;3;7.01708412
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;3;7.23603200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;3;7.57801000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;0;34.76618800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;0;23.72488200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;0;1;18.59564900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;1;16.74779700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;2;8.29587600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;26;4;86.21621300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;3;7.71471000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;0;23.44029900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;3;7.22626900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;2;9.19320600
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;0;2;31.20202700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;1;11.45016600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;4;3;7.37768300
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;6;0;107.29025269
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;4;1;43.44494400
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;6;3;7.10474920
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;4;6.58702900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;4;6.25567500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;4;1;15.53911800
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;24;1;11.09164619
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;16;4;10.90931200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;3;8.90469800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;4;6.64080800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;2;8.29662700
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;12;3;15.15693600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;2;8.98467800
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;6;1;13.29155827
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;14;4;6.54088800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;3;7.24626400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;26;4;82.45709800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;2;9.08816700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;2;8.65504200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;3;7.76313800
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;4;4;13.75875400
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;20;4;7.02137423
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;1;14.24138600
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;22;4;6.42475224
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;0;23.48439200
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;12;4;6.90484285
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;4;1;13.62823486
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;4;3;7.15326100
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;6;1;37.36993400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;3;7.71676000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;4;1;15.35547900
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;14;0;47.47892380
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;18;1;11.11099434
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;20;0;32.61682892
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;3;7.78230100
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;20;4;6.84453297
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;4;7.00881700
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;12;0;55.21616745
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;26;0;21.72870600
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;22;3;11.34826500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;0;63.29012700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;2;8.70682000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;2;9.04558500
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;20;1;11.04083347
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;0;40.40932300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;26;1;10.77998700
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;24;4;11.10970200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;4;6.55266200
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;20;0;32.60912704
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;18;1;11.13305187
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;6;0;107.21723175
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;4;6.91058800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;26;2;38.80207700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;4;6.65337400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;4;2;9.40815800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;1;14.30195100
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;28;2;14.65241528
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;16;0;32.55085100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;14;1;13.40942500
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;26;2;13.85121200
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;18;0;32.45370700
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;6;3;17.73051400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;14;0;29.41018600
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;20;4;7.25999784
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;0;1;18.54875400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;2;8.88966800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;3;7.36429500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;1;16.73633000
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;20;1;11.50943375
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;6;0;86.47133000
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;18;2;8.58140182
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;4;3;7.23615900
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;28;3;15.33292484
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;1;34.43272000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;3;7.30490500
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;12;2;8.67884064
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;2;9.37753700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;4;6.25053500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;1;13.74965600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;3;10.41312900
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;4;4;6.91306114
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;3;89.43136800
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;18;1;11.49701214
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;2;9.15100500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;4;6.79547800
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;2;3;19.30867900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;2;59.46824000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;2;8.65441600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;2;9.54336400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;1;13.45206100
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;0;4;7.13207817
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;8;1;32.85226700
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;28;3;16.04934120
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;24;4;10.88370800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;1;11.57642900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;0;3;7.98307400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;0;4;6.75573900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;2;8.67023700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;0;34.75710100
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;20;2;17.96095900
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;2;0;259.38279200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;0;18.41901100
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;12;1;11.94717693
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;3;9.04447100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;3;7.36105300
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;14;2;22.01565400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;4;0;91.75409700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;2;8.49897300
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;10;0;54.05257500
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;22;4;11.06706800
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;2;0;319.11547852
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;2;10.02188600
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;24;0;21.71887200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;1;13.75771000
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;14;3;14.33687700
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;24;4;8.26566124
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;0;34.78620000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;14;4;8.55241000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;14;1;13.88799000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;3;6.97649300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;4;7.65713400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;4;2;9.42758800
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;26;0;25.09186363
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;3;7.39218100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;14;4;6.75837400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;1;35.34025700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;4;6.65869700
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;22;2;16.69259900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;0;23.71618300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;1;14.54131000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;4;1;15.36711200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;2;9.51276200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;2;9.07199800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;2;8.60640400
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;8;3;16.74391100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;4;6.38632200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;3;7.36308500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;4;6.26247600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;0;23.51701800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;0;63.27996400
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;16;3;13.95434100
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;12;2;21.84904700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;3;7.45655100
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;12;0;43.25821900
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;12;3;7.06183290
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;4;6.25209500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;2;9.90129000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;0;23.74390800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;2;8.88183600
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;12;1;12.03863430
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;4;7.32714300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;0;182.61988500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;2;8.76169900
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;22;2;17.05334700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;2;8.88533500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;0;18.35405500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;4;6.26177000
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;0;4;7.03946114
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;24;4;11.41039400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;2;8.86086600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;1;14.01633600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;0;18.31919500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;2;9.17452700
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;24;1;21.67437200
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;2;3;19.30998300
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;4;0;129.70365700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;2;8.66841300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;2;9.49756000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;1;16.70935400
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;8;1;12.92241955
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;4;2;25.02758300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;1;13.92359500
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;6;4;13.49492700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;3;89.01438800
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;0;1;59.88290100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;1;11.67077500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;2;9.61753900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;3;8.09755200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;0;63.29336500
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;20;3;6.49067402
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;1;35.92996000
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;20;3;11.96112900
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;0;1;59.31387900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;0;4;6.69814400
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;28;1;21.92819700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;16;4;7.19657400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;14;3;7.67258900
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;18;3;12.60354900
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;20;3;12.26706200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;14;3;8.39838000
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;16;4;11.19976900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;0;23.67025900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;4;6.26603100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;2;9.09760800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;4;6.66241300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;3;7.37483700
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;8;4;12.65998400
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;2;2;27.71536500
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;6;3;18.62297800
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;18;2;21.34696200
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;10;4;12.46812200
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;18;1;21.64530700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;26;3;211.05537000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;3;7.28213200
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;10;0;64.90040588
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;4;107.95731000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;3;11.25018200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;0;1;18.62465400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;26;2;41.24898300
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;16;0;34.75442600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;2;51.84865900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;14;1;13.77723900
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;12;4;11.65734300
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;20;2;9.93003845
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;1;14.06783300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;4;6.92734500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;3;7.53217800
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;26;0;25.10990334
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;16;2;21.00214800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;4;7.45312800
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;16;4;6.80265284
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;12;0;43.28297400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;4;6.88998900
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;2;1;50.72290600
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;10;4;12.18925500
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;20;0;32.47909800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;0;3;7.59443800
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;6;3;17.53157600
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;8;1;32.44994300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;3;7.27753300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;6;1;14.19635200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;4;9.64496000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;3;82.19235500
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;12;2;21.83941400
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;16;3;6.88974810
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;26;1;10.54127693
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;1;13.74463800
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;10;2;8.60701180
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;0;3;7.92154800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;0;46.26316200
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;4;2;8.57505417
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;1;14.00240500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;2;10.45768200
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;2;2;8.74577236
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;2;11.84469000
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;14;3;6.92593813
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;3;9.79037100
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;10;1;32.73184900
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;16;4;11.16436100
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;12;0;43.25378000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;1;12.54142500
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;8;0;46.26837800
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;10;1;32.45536600
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;16;2;20.84954600
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;12;2;8.28591442
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;3;8.36330000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;0;40.41969400
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;12;3;6.66931677
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;20;1;11.40743160
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;0;18.28810400
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;2;11.93295300
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;1;13.75079100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;0;34.77607600
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;24;2;13.70012700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;3;8.96507200
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;12;1;30.04078100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;3;7.43625900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;10;3;7.31538800
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;14;2;8.79345512
nbody;PARALLEL_BACK_STARPU_dmda;98304;2048;5;12;2;22.55738400
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;20;3;8.42182827
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;1;13.22441200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;18;1;12.82883200
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;20;2;8.64576800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;0;34.77502100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;26;2;37.16232100
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;1;12.54761700
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;0;2;10.63827000
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;2;0;182.61479400
hotspot;PARALLEL_BACK_STARPU_dmda;16384;1024;5;24;2;9.23297501
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;28;2;43.07684900
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;12;2;8.41098800
cfd;PARALLEL_BACK_STARPU_dmda;131072;2048;100;22;1;11.47330600
